,Accession,ABCB6,ABCE1,ABHD4,ACSM2A,ACTN3,ADCY4,ADCY6,ADIPOR1,ADO,AEBP2,AIMP1,ALG8,ALPK3,ANK1,ANO2,ANXA3,APC2,APPL1,AQP1,AQP9,ARG1,ARL14EP,ARL5A,ARPC4,ASAH1,ATG3,ATG9A,ATP6V0C,ATR,AZU1,BCAS2,BCAT1,BCL2L1,BCL2L11,BCL6,BEAN1,BMPR2,BOD1,BPGM,BRIX1,BSG,BSN,BTBD1,BTF3L4,BTK,BTN2A2,BTN3A2,BUB3,BZW2,C16ORF87,C1ORF174,C1QBP,C22ORF24,C7ORF43,CACNA1C,CACNA1F,CALCOCO1,CAMK2D,CAMK4,CAMP,CAPN11,CAPN7,CARHSP1,CASD1,CASKIN2,CASP1,CASP8,CASZ1,CBFB,CCAR1,CCDC173,CCDC50,CCDC59,CCL2,CCNB1IP1,CCT2,CCT6A,CD247,CD3E,CD3G,CDC34,CDH24,CDH4,CDH5,CDHR2,CDR2L,CEACAM8,CEBPZ,CELF3,CEP55,CHADL,CHRNA2,CHRNG,CIC,CILP2,CLNS1A,CLU,CMSS1,CNOT7,COBL,COL23A1,COL4A2,COL7A1,COPS8,CORO6,CR1L,CRAT,CREB1,CRISP2,CRISPLD2,CRMP1,CRTAM,CRTC1,CRYM,CTIF,CTNNB1,CTSG,CUL1,CUL5,CWC27,CYB5R1,CYB5R3,CYCS,CYP20A1,CYP2F1,DBT,DCAF17,DCDC2B,DCST1,DCST2,DCUN1D4,DDX18,DDX21,DDX6,DEFA4,DENR,DGCR2,DIRAS1,DISP2,DKC1,DMTN,DNAH17,DNAJB2,DNAJC10,DNAJC21,DOCK6,DOK3,DOK4,DVL3,DYRK2,DYRK3,E2F2,EBAG9,EBNA1BP2,EFCC1,EGFL7,EHD2,EIF3E,EIF5B,ELFN2,EMILIN1,EML2,ENOPH1,EP300,EPB42,EPHX3,EPN1,EPOR,ESAM,ESCO1,ESF1,EVI5L,EVPL,EXOC2,EXOSC2,EXOSC8,FABP3,FAM136A,FAM162A,FAM189B,FAM35A,FAM3C,FANCL,FARP1,FAS,FASTKD2,FAT2,FAXDC2,FBRS,FBXL19,FBXO21,FBXO5,FCF1,FGFR4,FHOD3,FKBP10,FKBP3,FKBP8,FNBP4,FOPNL,FOXO4,FURIN,FUZ,GADD45A,GAL3ST1,GALR2,GATA1,GBGT1,GCSH,GGCT,GIMAP7,GJC2,GJD3,GK,GLO1,GLOD4,GLUL,GNAI3,GNB3,GNL2,GNL3,GNPDA2,GNPNAT1,GPC1,GPC3,GPT,GRIN3B,GRINA,GSTM5,HAUS3,HBQ1,HDAC11,HEYL,HMGN3,HMGN4,HMMR,HNRNPA3,HNRNPDL,HNRNPR,HOXA10,HPN,HPS1,HRH2,HS1BP3,HSD17B14,HSPA14,HSPA9,HSPB11,HSPD1,HSPE1,HTRA1,HYLS1,IARS,ICAM3,ICAM5,ICE2,IDH3A,IGSF9,IL1A,IMPACT,IMPG2,INPP5D,INPP5K,IPO7,IQCB1,ITGAV,ITGB4,ITGB5,JAK1,JAK2,JAK3,KCND3,KCNN2,KEL,KIAA1143,KIF15,KIF3C,KIFC3,KIRREL3,KLF17,KLHL2,KLHL20,KLRB1,KRR1,KRT17,KRT7,KSR2,KY,LAMA5,LAMC3,LCN2,LDHB,LINGO3,LIPT1,LOX,LRPPRC,LRRC3,LRRC58,LSM5,LSM8,LTBP2,LTF,LTV1,LYRM2,LYRM7,MAFB,MAGEH1,MAGIX,MAGOH,MAK16,MALT1,MAP1LC3A,MAP2,MAP3K1,MAP3K3,MAP4K1,MAPK14,MATR3,MCCC1,MCF2L,MCPH1,MDH1,MED25,MEF2B,METAP1,METTL14,METTL18,METTL8,MFSD2B,MGAT5B,MINK1,MLLT1,MLX,MME,MMP14,MMP19,MMP25,MOAP1,MOCS2,MOSPD3,MPHOSPH10,MPP1,MRFAP1L1,MROH6,MRPL1,MRPL19,MRPL3,MRPL42,MRPS9,MTAP,MTF2,MTR,MTSS1L,MTX3,MYBPC3,MZT1,NAA25,NACAD,NATD1,NCBP2,NCK1,NCL,NCR3,NDC1,NDOR1,NDRG4,NDUFA12,NDUFA4L2,NDUFAF4,NFE2,NFYB,NGDN,NIFK,NLGN3,NMNAT2,NOC3L,NOL11,NOL8,NOP58,NOS1AP,NOTCH3,NPAT,NPM1,NPRL3,NR5A1,NSA2,NSMCE4A,NTN1,NUDT15,NUDT21,NUP107,NUP43,NUP88,OLFM4,ORC3,ORM1,ORMDL1,OSBP2,OSBPL3,PAICS,PAIP1,PAK1IP1,PAK2,PAK4,PALB2,PANX2,PAXIP1,PBDC1,PC,PCBP3,PCBP4,PDCL3,PDE12,PDE4B,PDHX,PDS5A,PERM1,PGD,PHKA1,PIBF1,PIGQ,PIK3CD,PIK3R1,PINK1,PITPNM3,PLCD3,PLCG1,PLEKHO1,PLIN4,PLXNA2,PLXNB1,PLXNB3,PMFBP1,PNKD,PNMT,PNPLA2,PNRC2,POP5,POU2F2,PPA1,PPL,PPM1E,PPP1R12A,PPP1R2,PPP1R3B,PPP1R8,PPP2R5C,PPP2R5E,PPP3CC,PPWD1,PRC1,PRKAR1A,PRKAR1B,PRKCB,PRKRA,PRKX,PRMT6,PRPF39,PRSS27,PRSS3,PRSS50,PRX,PSMA3,PSMB1,PSMG1,PTCD3,PTCRA,PTEN,PTPRH,PTPRN,PWP1,R3HDM1,R3HDM4,RAB3A,RABGGTB,RAD50,RADIL,RAF1,RAN,RAPSN,RASGRP4,RASL11A,RBBP4,RCN1,RCN2,REEP2,REV1,RFC1,RFC3,RFX5,RHBDF2,RIOK1,RIOK2,RLN3,RNF10,RNF123,RNF208,RNMT,ROM1,RPF1,RPF2,RPL7L1,RRN3,RRP15,RSL1D1,RTN2,RTN4RL2,RUNDC3A,RYK,RYR2,SACS,SAMD14,SBDS,SCARA5,SCN4A,SCN5A,SDK2,SEH1L,SEMA4F,SEMA6B,SEMA6C,SERBP1,SERINC2,SERPINE1,SET,SH3D19,SHARPIN,SHB,SIDT1,SKA2,SLC12A7,SLC16A11,SLC16A2,SLC1A5,SLC22A17,SLC22A31,SLC25A32,SLC25A33,SLC25A37,SLC35A3,SLC36A1,SLC9A5,SLIT1,SLPI,SLTM,SMAD4,SMARCE1,SMIM19,SMIM6,SMOX,SMYD2,SNAPC5,SNRPD1,SNRPF,SOS2,SP1,SPAG8,SPNS2,SPTB,SPTBN4,SRFBP1,SRMS,SRPK3,SRSF3,SRSF7,SS18,SS18L2,SSB,ST3GAL3,ST3GAL4,STOM,STX1A,STX1B,STXBP2,STYX,SUPT16H,SYN1,SYNJ2BP,TAF5,TANGO2,TARSL2,TBCCD1,TBK1,TCERG1,TERF1,TGFB1,TGFB2,TGS1,THBS1,THOC1,THUMPD1,THUMPD2,THUMPD3,TIMM17A,TIMM21,TIMM9,TLCD1,TLE4,TLR1,TM9SF3,TMA16,TMEM123,TMEM126A,TMEM170A,TMEM192,TMEM243,TMEM50B,TMEM63B,TMEM74B,TMSB10,TNXB,TOM1L2,TP53BP1,TP53TG5,TPRKB,TRAM1,TRAPPC9,TRIAP1,TRIB2,TRIM54,TRIOBP,TRMT10C,TRPA1,TRPV3,TRPV4,TSPAN9,TTC27,TTLL4,TUB,TUBA8,TUBGCP5,TXN,TYK2,TYRO3,TYW1,TYW3,U2SURP,UBA2,UBAP1,UBE2E1,UBE2H,UBE3A,UBTD1,UCHL3,UFM1,UNC13D,UNC79,UPF3B,UPRT,UQCRC2,USP16,USP43,UTP3,UTP6,VAMP5,VPS36,VRK1,VRK2,VWA3A,VWA7,VWCE,WBP2,WDR43,WDR45,WDR75,WDR89,WDTC1,WFDC3,WIPI2,XPOT,YKT6,YTHDC1,YTHDF2,ZAP70,ZBTB21,ZBTB7B,ZCCHC4,ZCRB1,ZDHHC17,ZER1,ZFP1,ZFP92,ZHX1,ZMYM4,ZNF121,ZNF14,ZNF184,ZNF213,ZNF219,ZNF227,ZNF260,ZNF341,ZNF432,ZNF559,ZNF567,ZNF57,ZNF75A,ZNF765,ZNF831,ZNHIT6,ZSWIM8,ZZZ3,Male,Female,Age,SepticShock,Sepsis,Mortality
0,GSM2500371,2.449696437,2.757764575,2.604614111,1.789695756,2.288943402,3.346870316,1.883981255,4.563718389,2.806342579,2.361096539,2.93386329,2.791251887,1.620651754,2.808221781,2.055924594,22.36205146,2.44186474,3.183803952,2.470058726,5.728633292,11.32767383,2.165595812,2.655749128,3.937899097,3.634763228,3.6739029,4.015630401,4.133542081,2.297675968,5.406388145,2.86979645,3.290949015,4.644474128,2.952631419,6.657322982,1.881676667,2.646692917,2.744010662,8.933016829,2.366273969,5.328345385,2.423600684,3.298341431,2.955404024,3.892818232,2.128093623,2.749326358,2.988053648,3.12240161,2.124541475,2.709411709,3.406035797,2.491263868,3.355031136,1.772434567,2.436156152,3.106391183,2.425115026,2.075185729,6.589739429,3.79258571,3.205432476,2.649827113,2.06040883,2.093053823,4.006162956,3.190587949,2.413698697,3.417319854,3.222649698,1.927140999,2.371282925,3.109245001,1.803429108,2.371173565,3.384986348,3.258537731,2.756693422,2.58787231,3.02150567,3.603161895,2.032016889,1.981981705,1.859773825,2.405729218,2.134621629,24.64705923,3.61072327,2.532894779,5.963242634,2.641955554,2.931335388,2.263646378,3.173353285,1.691921777,3.280471446,4.250308974,2.717831192,3.165935794,1.550103836,2.241869786,1.802107287,1.996459135,2.388669712,2.347797285,4.939722647,3.077708209,3.046227321,1.777178897,3.803052231,2.234343419,1.218306132,2.484965026,2.697848442,2.622897443,3.608201762,1.215594322,2.987297084,2.636809355,3.288981973,3.165241753,4.462207394,2.502096154,2.632137398,3.764163,2.032764802,2.13421881,2.681326198,2.050359926,4.01289164,2.418357368,3.059277539,3.337001594,3.660892578,3.593120257,3.060081818,3.465216513,1.886435224,2.090568841,3.216759417,3.824268182,2.425228984,3.302915198,2.236792037,2.30915818,2.325289292,5.079901071,2.365686272,3.149270638,2.634494398,1.909494644,3.320898096,3.01522517,3.073319599,1.860920275,2.799820158,2.570875993,2.913665344,2.808892353,2.070636638,2.394372049,2.84746322,2.661205931,3.501161534,3.976441702,2.094228533,3.017945033,2.649469289,3.504619214,2.927958395,2.053789143,2.140916151,2.111563648,2.864556861,2.259886846,3.00141606,2.396055335,3.039963004,2.317900062,2.581341584,2.963663039,2.446488197,2.700126552,2.124690658,3.698690935,2.261303353,2.102201997,3.474472859,2.947838366,3.078250654,2.573739973,2.095566032,2.560000518,2.143135145,2.033490781,2.406940155,3.207319157,3.172564023,2.773092694,3.052942888,3.08669357,4.228766526,2.268973214,10.36114595,2.455550263,2.219216358,3.117318645,3.362786266,2.801167314,2.937815653,3.297428676,2.750689178,2.363666665,5.624563861,3.345766884,2.897207855,3.86742274,4.512023789,2.741490321,3.143423295,2.650950471,2.352996391,2.326979319,2.56181734,1.877315222,3.038299995,2.46689827,4.328966523,2.237587995,2.471841006,3.779671112,2.361611607,1.982752469,3.307428259,3.265904512,3.225632237,3.425960244,3.323907682,3.297176422,1.825438788,2.152891713,3.219708089,3.051927868,2.548066599,2.247742052,2.790656633,2.421595963,2.571004539,2.744307834,2.450192851,1.970290861,2.596343274,2.994241011,4.138327109,2.293210767,2.061122289,2.275238699,2.077117462,3.051771596,2.195407983,1.771553205,3.230845083,2.798428345,3.021169313,2.408131917,2.359544667,2.10093339,2.673844699,3.204463499,4.56212051,3.97835462,2.043330341,1.730489828,2.813949225,2.895776026,1.281092757,3.433392877,2.114806262,1.692984172,1.805162676,6.326928463,2.410538013,6.78097129,2.517955474,2.444779672,1.855860795,1.912058767,2.119727502,2.461669783,2.686603751,27.70446527,4.070314364,2.826963036,2.022403511,1.913652309,2.5840354,2.255095252,2.514827761,2.120310395,2.696506642,2.439315503,27.72125257,2.489017619,2.568740126,2.198074608,5.151924558,2.772583674,2.546118081,2.258085108,2.902399793,2.870862276,2.930091781,1.858188103,4.12640789,3.978148074,3.021535444,7.91050186,2.619343566,2.681315395,2.217496285,2.1355136,3.15453119,2.709818199,2.447442315,2.732518982,2.491444885,2.507467765,1.405376344,2.779183598,1.969139152,2.687330936,3.519913568,3.690002674,1.685536431,2.222529137,2.320343298,4.084802477,3.002241868,2.122389493,4.104664697,2.873218161,5.291466283,3.304531943,3.346671988,2.737372111,2.087215872,3.253971668,2.789741215,3.039989706,2.115626204,2.971771576,2.26038044,2.020419551,2.403301509,2.788140623,2.502215967,2.380744531,2.224176847,3.857834753,2.842972881,2.777824047,2.883425095,2.153923316,2.520247739,2.657040522,2.125974579,3.816308981,2.396725134,2.348726392,5.521455249,1.543037659,2.464674779,2.588904248,2.258933804,2.201473176,2.691298378,2.685120247,3.00462106,2.734433769,2.529278377,2.47607956,2.528383964,3.864404383,3.371883193,1.917805203,4.035683883,2.553779691,1.809823846,1.825368675,2.956419482,3.309581086,2.537747653,2.933392522,84.94911838,2.843378561,4.678934502,3.09339228,2.426742508,2.322257318,2.452058601,3.045333718,2.657105688,3.531644937,2.332896647,2.419608168,2.805032925,3.093475205,3.122703357,2.371299938,2.174039555,2.918816716,2.999131663,2.603355288,1.996568815,2.917806652,2.609078129,2.779713742,4.45824593,1.474400705,2.148604456,2.505276616,3.819726075,3.307977808,4.114512889,1.83365844,2.984654349,2.757297592,3.036453243,2.500181535,2.082143882,2.401043926,1.851831065,1.677022255,3.182232417,2.610963433,3.502478786,3.756246747,2.652420532,2.828719058,3.640428571,2.19796028,1.558792138,4.489416075,3.197302429,4.178969097,3.441297219,3.081552761,3.205749773,2.619324013,2.733167547,3.931053741,4.378228792,2.533861314,3.538749172,2.435221085,2.80259204,2.405870153,2.354167347,2.426801432,2.312692713,2.437058204,2.359249166,3.097640951,3.231359393,2.567376754,2.641338878,2.96132257,4.7436403,1.977665915,3.81319494,2.694096774,2.558249616,4.967419956,2.357962597,3.174512213,2.190966121,2.407360224,3.648948602,3.640584291,2.234231357,3.705910721,2.408927469,2.923201157,2.346792242,3.022855436,2.628060132,2.339824643,2.607953157,1.772555414,2.796608217,3.990882639,2.43746277,2.440075252,2.035949879,5.058458569,3.258494934,2.46779197,2.504717906,2.799292131,1.996194568,3.137112405,3.563701654,2.612099516,2.170993395,2.482082022,2.652059853,1.836083242,3.579191993,2.842464006,1.788055332,1.837375991,2.655982335,2.881816521,1.875184337,1.991224964,2.214740522,2.512976841,2.966375331,2.283472649,2.605232317,2.420270297,3.482172536,1.893494878,2.000034067,3.50317523,1.951701411,3.215556519,2.812896749,2.188801755,2.885926816,2.806012062,2.256054214,1.592778616,2.836886839,2.322597185,2.475217281,3.078899345,2.547020318,5.1026919,2.158207039,4.087454785,1.990607913,2.4838953,3.177705606,3.942627676,2.879669712,2.569195049,3.122143314,1.494193827,3.207260788,2.579608282,2.951072305,2.70812595,3.034287935,4.122018237,3.980356684,1.994488266,2.158985721,2.995169876,2.197587179,1.826129156,1.643012523,2.707781131,3.494436519,2.808898798,2.941943824,3.150211944,3.300157839,2.267847265,2.467416999,6.238183957,2.793903807,2.277342943,5.292109088,2.714364097,3.144680533,2.376698589,1.97834455,2.645466394,3.585207872,2.469540316,1.92184653,3.409114763,2.371678309,3.416259436,3.785935582,1.775340027,3.150981525,3.839601268,3.042346418,3.037387168,1.853965851,3.040819284,2.564994726,2.571533876,2.4654856,3.90176671,3.574159198,5.632460705,3.084939233,2.377429904,4.035515202,3.129611466,3.106040068,2.800516866,3.108232182,2.738253937,2.462190076,2.553820833,4.814694837,2.455587507,2.602192936,2.28279408,2.285529557,2.441866796,3.667729123,2.627079331,3.08149366,2.806999174,2.165449112,3.393014929,2.663218491,1.797594833,1.967234491,2.004992653,2.333928326,1.894826662,2.381800664,2.357758775,2.526535881,1.981369967,5.804441466,3.322564253,2.547678729,2.601556759,2.880719887,3.130525149,2.476125264,4.889978539,3.641538837,4.965882352,2.645991,3.213812666,2.820898236,2.986067201,2.80618141,2.34162919,2.470758058,2.897696153,3.255961068,3.047410017,1.539991822,3.140601697,2.818453067,2.772778987,2.405437649,2.673746755,3.372334788,2.41655396,2.461358134,3.13698762,4.464549895,2.862773002,4.056885991,2.59920225,2.103211886,3.352076957,2.217017797,3.25227118,2.920618517,3.387269316,2.814289937,3.638534735,2.483968625,2.002821098,3.612922947,1.713379704,2.834309444,3.549132022,3.113449877,1.957520654,2.916884104,2.980862516,2.887782569,2.536905519,5.96161467,2.110360269,6.47205179,2.25641537,2.651608696,2.288742805,2.624103141,2.351274532,2.768510625,2.019120576,1.559601259,2.793575767,2.126713385,1.53357568,2.122727102,2.95430589,2.442612558,1,0,80.0,1,0,0
1,GSM2500373,2.663388119,1.611420705,2.636508031,2.060062837,1.700185231,3.290679664,2.512687348,3.778127077,2.359478097,2.144449116,2.590910583,1.969704582,2.129087968,2.392014189,1.911677147,22.77631656,2.152333685,2.47823395,2.149250388,5.970726069,10.88724305,1.658256939,2.381482755,4.286784723,3.775824669,4.334346748,3.907907378,4.045807929,1.816253268,5.003522976,3.056178768,2.507820523,3.028682227,2.960655593,8.459257548,1.920482736,2.687808218,2.251839258,4.282935487,1.434900604,4.241199174,1.97156931,3.506362236,2.486255015,4.055864884,1.99914027,2.808380601,2.687912131,2.031216899,1.875685705,2.216237275,2.17228884,2.356752698,3.428521772,2.134204024,2.327729844,2.995112783,1.879136265,1.730015423,3.412418823,3.63129662,2.330010579,2.99910136,1.858662708,2.28723551,5.001137755,2.985918081,2.585005516,3.528731472,2.686199424,1.871593681,1.790429201,3.172958964,1.85922648,2.411028027,2.340594856,3.09070357,1.761125957,1.912023558,1.815048535,2.953251993,2.589145798,2.283566252,2.055596697,3.048987445,2.6520724,30.12601483,3.431891851,2.549009233,7.338760869,2.689656753,2.737284018,2.788425635,3.063876221,2.148973248,2.182337141,4.43876341,1.602262882,2.715050508,2.156055371,2.372613128,2.104617225,2.356318117,2.319311564,2.609774108,3.754017664,3.014696543,3.256017028,1.823400183,3.267703905,2.127619186,2.161017003,2.505739375,2.7722226,2.674579066,3.463766529,2.856473256,2.684402161,2.209320038,2.945953209,3.042870473,4.238881638,2.467785744,2.116554412,3.47634599,2.217476134,1.537991248,2.713170864,2.752855201,2.99392882,1.837775799,2.07219374,2.467500106,3.495297631,15.15966733,2.733134372,3.090767284,2.27125043,2.117540892,2.59607624,3.174621028,2.727028496,3.031396334,1.532088613,2.236066586,2.246583167,5.019377976,2.491985002,2.604462353,1.835467448,2.481188444,3.631162094,2.183691214,1.962124613,2.094481893,2.507877418,2.494435098,3.336735416,1.896102188,2.314617285,2.190365773,2.854002114,1.421676744,3.742568388,1.361184714,2.025387841,2.913142638,2.703788564,2.888251363,2.828757532,1.870399741,2.816317972,2.380965605,2.452579071,1.857792729,2.46290257,2.336040741,2.184347974,2.404461914,2.59457466,2.649893109,1.494830366,2.28253965,2.308829988,5.005268603,1.664200481,2.384568444,3.052522602,3.186670663,2.925867128,2.05649219,2.363764042,2.258760941,2.312272503,2.308836497,2.181458322,3.300482544,2.794022113,2.174089092,2.700713189,2.758932933,4.06680755,2.477903316,10.21643021,2.17472502,1.616721035,2.578076705,2.980954628,2.757588235,2.502158389,2.445171643,2.382720985,2.172257551,5.765787641,2.6891035,1.881144488,3.622412774,4.791587447,2.768179968,3.23347073,2.020797403,1.701846759,1.832619115,2.609374452,2.265643265,2.28647724,2.494555229,4.298289345,2.544296373,2.130665203,2.63797825,2.111875303,2.615217934,2.061354825,3.437819013,5.524336839,3.096228753,2.505636075,2.61124955,2.471411597,2.536841763,3.451978332,3.093597813,2.648303506,2.390557927,2.695816408,2.282497043,2.029171289,2.771335351,3.0817591,2.63134735,2.541995473,1.745021984,4.952216489,2.482335604,2.107504675,2.210332268,2.173248423,2.996346544,1.779462352,1.766453548,2.907421802,2.9925391,2.00716778,2.080319624,2.75828883,2.384803452,2.457922547,2.905313476,4.755861826,3.640875608,1.95365306,1.716510628,2.433889249,2.723594479,2.591732821,3.390037923,2.034344123,2.480481499,2.227336826,6.083548503,2.319776558,6.29638368,2.270078096,1.995117629,1.919741263,2.100506061,2.317048007,2.595504896,2.006487363,30.76534606,3.091698126,3.292558252,2.463598236,1.864396559,1.788523771,1.993269002,2.497683486,2.529543655,2.430870466,2.311538072,30.05355515,1.42050765,2.258773842,2.048359773,3.104163044,2.166600568,2.417286975,3.51951681,1.849967703,2.313152463,2.978749207,2.083058117,3.889101762,3.551161549,2.354953602,7.929625293,2.555841371,1.858132248,2.218062369,1.975584577,3.270315798,2.373780344,1.866738836,2.22781977,2.836170858,2.690556568,1.762094807,2.743537169,2.289104009,2.752114059,3.138199572,3.938074266,1.415543191,2.540358261,2.370513435,3.70040109,2.652250037,1.883726424,4.564356702,2.187013746,4.39976238,3.262764297,4.184833463,2.091412308,1.782213556,1.762622281,1.88239893,1.928789222,2.063993597,2.699285993,1.634862322,2.549813624,1.795470765,2.888723608,2.569635829,1.833321414,1.966210972,4.326834086,1.918159519,2.077387923,2.474506294,1.90352938,1.808438688,2.739195357,2.324363094,3.595139077,2.448174752,1.791835518,5.833555968,1.686377478,2.677813347,1.79497414,2.069997829,2.449683001,1.662881767,1.87306172,2.246713612,1.809591918,2.7840648,2.45451915,2.099154144,3.030676801,2.663713481,2.215755369,3.670759916,2.355690521,2.170433236,1.566580764,3.031613572,2.667498466,2.347604509,2.012300088,86.22753073,2.881213964,9.563961273,2.927628319,2.43142063,1.613861231,2.136426988,2.742800982,1.434489632,3.699564191,2.627355182,1.532971213,3.01743455,3.008442038,2.986858976,1.7747549,2.551677997,2.348928862,1.882098976,2.330045193,1.94612559,2.318367793,2.665917512,2.465276593,4.546799073,1.972193317,2.356862264,2.544673092,3.565704822,2.982105533,3.687637256,2.064342176,2.60667161,2.327980227,2.532071682,2.760479894,2.248394661,2.534156257,2.273016688,2.431436452,3.200616053,2.476133062,3.552563582,3.410965988,1.938050721,2.46350823,3.128274824,2.223139348,1.954105313,4.584987686,2.806919562,4.688487941,3.016669738,2.990552242,3.125668366,2.025903874,2.50017875,5.430084938,5.000814312,2.578184805,3.500667289,1.603145327,2.276442155,1.264996465,2.333417736,2.388872988,2.436746731,2.980199213,2.512286067,3.077530476,3.510424048,1.906782769,1.825069707,2.927611158,4.624346577,2.342364338,3.94612406,2.145422432,2.449728316,4.407973774,2.515268804,2.83006642,1.837582831,2.545484786,3.373815716,3.338241775,1.757388088,4.03248274,2.290670402,2.574546395,2.13759789,2.07040213,2.641848475,1.800525706,2.162322276,2.025220352,2.420443447,3.96969156,2.000899141,1.936197109,2.174550375,4.385534094,2.609707006,2.434618943,1.997301289,2.654226966,2.367181907,2.340716687,3.092615754,2.028026208,1.393263629,2.020254308,2.908439874,1.781246397,1.799156528,2.543196534,2.27079591,1.209134748,2.67045561,2.620185106,2.129218267,2.5874003,3.095819653,2.34115356,1.545559163,2.227974662,2.877909212,2.558857105,2.964300598,2.696403246,2.260959178,2.938065512,1.999974216,3.286463049,2.628398297,1.160849488,3.354338294,2.563600179,2.557874543,1.970807951,1.886296486,1.754034631,2.798509128,1.834319506,2.355898253,4.719200868,2.121354398,3.886408635,2.21915904,2.011977028,5.576842475,3.395087659,2.138137463,2.445372019,3.302866723,2.429798102,2.694987848,2.187496208,2.819026221,2.453474601,2.905901287,3.901843664,3.837482912,2.494534015,3.095712572,2.758704814,2.732157988,1.613775469,1.856332651,2.596622517,3.063317244,2.50465331,2.741481042,3.360455828,2.880969361,2.225564447,3.057073871,7.11554983,2.708572104,2.408310332,5.019366116,2.257758265,2.440389216,2.722763395,1.271382175,1.854947081,3.316005671,2.035815595,2.774561773,3.711218777,1.730742775,2.722197988,3.418913673,2.090905067,2.57429362,2.847472671,2.235200248,2.744651633,1.81624662,2.516025263,2.578569772,1.856697777,1.965438309,3.64865297,3.630973987,4.930470465,2.717257504,1.203183734,4.039653142,3.014346211,2.855346553,2.278586072,2.28988988,2.548590115,2.70486582,2.18219479,5.105177452,2.563299141,2.582162407,2.035936499,2.44717284,2.690015944,3.351524812,2.822711052,2.30557447,1.704449503,2.455113489,3.067374512,2.513040723,1.725439962,2.309511365,2.552685274,2.58320081,2.045368864,2.558565473,2.100230835,2.418594375,1.985836196,6.626406511,3.502200119,2.211671187,2.142798181,1.676702722,2.45139555,2.236826154,4.789000822,3.679363795,4.926283365,2.335744576,3.155923092,2.171521532,2.764386963,3.077638757,1.92894537,2.198616354,2.111137147,3.29508376,2.783580446,2.469981186,2.445595998,2.387696295,4.658384929,2.286387612,2.841169791,3.206036952,2.44943729,2.476874145,2.406405394,4.374941549,1.632073474,3.459566087,1.958423787,1.801213729,3.298446918,2.536932976,2.959263801,2.88570515,3.235034594,2.369852741,3.111394781,1.814985159,2.300030346,3.21047876,2.089144546,3.689707085,3.517099935,2.796480858,1.790597792,3.032774584,2.707629379,2.497581278,1.702722805,5.57328322,2.034711127,6.87501509,2.312570457,2.122545541,2.168416133,2.86474605,2.655912953,2.074395428,1.973061242,0.6449910633,2.529114296,2.376969268,1.864951141,1.622752206,2.928231186,2.145803302,1,0,59.0,1,0,0
