Sample_Name,ANXA3,AQP9,ARG1,ASAH1,ATG3,AZU1,BCAT1,BCL2L11,BCL6,BMPR2,BPGM,BTK,BTN2A2,BTN3A2,BUB3,CAMK4,CAMP,CASP1,CASP8,CCNB1IP1,CD3E,CD3G,CEACAM8,CEP55,CREB1,CRISP2,CTNNB1,CTSG,DBT,DEFA4,DYRK2,EP300,FAS,GADD45A,GK,GNAI3,HMMR,HTRA1,ICAM3,INPP5D,ITGAV,JAK1,JAK2,KIF15,KLHL2,KLRB1,LCN2,LTF,MAFB,MAP3K1,MAP3K3,MAP4K1,MAPK14,MME,NCR3,OLFM4,ORM1,PAK2,PDE4B,PIK3CD,PIK3R1,PLCG1,PLEKHO1,POU2F2,PPP1R12A,PPP2R5C,PRC1,PRKAR1A,PTEN,RAF1,RHBDF2,SEMA4F,SEMA6B,SIDT1,SLC1A5,SLPI,SMAD4,SMYD2,SOS 2,SP1,STOM,STX1A,TBK1,TLE4,TLR1,TP53BP1,TRIB2,TXN,TYK2,VAMP5,VRK2,ZAP70,ZDHHC17
CAP0162,7.05445233,18.25278453,16.79779168,5.788132448,795.7622297,20.53753115,32.30708562,-101.6315609,14.9057303,-23.3844748,40.71982381,0.237603504,-143.3792138,-28.69155565,-183.6459383,-13.18131499,23.3081694,4.320805435,5.48803241,-173.0889448,-17.01484613,-35.59326654,25.14112686,-817.1217976,-0.531894428,-267.2768583,-3.273079521,29.93111697,-26.0871981,36.49035035,-266.8656742,9.659925628,5.449280247,2.996564908,-58.42307221,-25.75169029,-71.23926503,27.64097742,126.1214651,-7.861524445,-31.97178618,-11.25626075,2.800734608,-444.5026852,109.5687402,45.09636698,69.41926812,37.32662621,-79.484053,18.37486009,-13.74289871,-223.9848384,4.675804375,54.45967627,-677.07984,163.2773508,127.0243835,-90.07220404,-148.0188051,67.33199225,38.50223987,55.19327895,-287.1217775,-37.56496533,15.35246286,-190.5819109,-86.18428329,35.16746052,-9.713640059,48.72424736,-458.0426765,-158.1329806,165.8918576,-121.6322999,249.6359804,96.21713681,2.859175931,-464.0987851,-30.86105756,129.7471766,-7.843052116,1.634928973,-44.66544886,-26.29834488,-46.56022844,-112.4492008,-197.1377202,26.89739736,160.0356111,-76.23497485,-260.1392141,-73.57750792,-291.4860219
CAP0163,3.958509028,6.076813613,-5.740468168,3.409316847,762.8157487,-11.52698573,-5.516144386,-85.33966012,-3.205504108,9.549058537,33.78882023,0.918697977,-220.8311988,114.261044,5.980264283,-15.76687254,-16.66121179,-133.6954815,-5.345352521,-56.29313563,28.18410897,27.08720006,-38.93232889,-1140.587153,-4.107909311,-301.481814,-8.035977425,-46.21677655,4.408348004,-55.26710701,184.3311793,-12.68672287,3.113017366,-57.31287165,-39.347859,-93.40037289,-101.3821671,45.08381438,-61.74430263,-14.09358401,20.14974048,25.1220195,-24.56326,-449.1363156,-171.5187335,70.90243457,-143.9287558,-109.2912161,71.5632581,33.98774365,-108.5233281,162.4916038,-17.05836689,16.75360503,222.8390256,-395.2251045,-250.5604608,-110.6546291,48.6690026,-22.36614735,7.86504435,224.6940989,304.3847203,166.2354003,-42.06566107,-132.1969008,-321.5048626,-66.83014659,-125.953917,-71.99629287,-220.5159335,130.9519882,-42.4566031,262.5473805,192.0695498,-7.240417276,1.673109293,66.99500701,-53.98683463,-51.17060931,-32.5322778,-37.21057647,-264.6408643,-41.38456,-124.3070246,87.13903243,575.2320375,-258.2368485,-87.95917181,-9.817484459,-92.06677056,118.5039076,-211.2687734
CAP0164,2.613704263,2.710634779,2.197104691,9.506684967,815.6613562,13.00474878,-10.315506,-217.4760047,-9.277951257,-3.09288347,55.7316515,-25.33843396,-279.084592,146.1023613,49.68778273,19.50826552,31.806639,-229.8982493,21.31152775,60.17558337,34.60147735,48.45668167,26.75126676,-1204.565419,-23.80641885,-165.8298382,-17.924623,23.41718079,-6.480177155,12.27852711,168.2652517,-14.06668851,11.28470396,-40.38158699,-38.98479463,-44.97427082,-117.1119844,-163.0122125,-57.78465231,-26.51465999,-54.0720393,104.8935325,-128.3737237,-479.6037363,-239.1802304,116.6364226,28.78366027,91.23448448,-104.4456203,-85.69903818,-123.2540364,198.2926511,-5.752290883,72.96932706,-166.4165902,-100.6675919,3.657669662,-63.67416498,149.5687187,-111.4066972,16.2043903,238.8547784,250.8611089,-3.337653298,-20.91807808,-44.33742688,-218.7626222,18.56303742,-105.8789703,-48.2787553,-369.3985907,48.52821809,-55.30769372,466.7727033,163.168493,66.71669651,-4.315691215,326.6581819,-84.37236132,-105.5813384,3.976064131,-83.03919071,-196.467425,-167.2407938,-43.21174777,51.68290669,594.2591465,-187.8488242,-137.1676222,-193.3154377,-28.73641314,117.2825702,-49.42351871
CAP0165,2.579146286,15.04011716,8.16178244,15.45544825,725.4257034,5.263201478,22.12341373,-8.226820108,12.54836146,1.719757326,-3.111429364,4.861577239,-250.5087682,130.7521999,-42.08890157,-14.11476193,3.543085525,3.089793356,26.23272293,63.87092679,4.88515543,1.545227307,-4.632508703,-1411.043159,17.01848781,-260.3555462,-19.57823328,9.404019411,-0.017703203,10.27433575,-11.117162,38.08214843,2.733812861,-40.20766847,-44.7650125,23.86854088,-97.6687733,64.9409423,19.95834675,-67.05645663,45.01140845,68.67820901,-18.47235649,-609.6594451,-6.545366992,58.80572783,-113.361015,-46.54558367,159.462538,-13.47835226,-34.32984955,-120.7343253,-19.82214151,68.4194188,-467.4977369,-124.8617853,54.4344006,-39.47214914,82.01447209,15.83185201,-82.75210125,65.22345575,208.1450971,-87.19579787,20.0287897,-108.7340413,-410.5966306,10.9007552,20.30949266,45.32647657,-171.8569114,-13.87837315,-168.8211948,-320.3451731,-122.5554484,33.15103092,37.52167403,117.7234136,59.85276581,55.99523916,-44.99805054,-35.90983275,8.784881404,14.17400185,-107.5465062,42.08349258,140.065761,2.520063482,4.476332413,22.74322527,-85.00310852,-37.95893238,39.26301354
CAP0166,17.48960173,20.8405235,22.88683841,14.50988487,955.171331,9.998515223,28.65236664,-35.58255707,13.07805001,7.240174693,30.15796433,24.49743342,-354.9036531,-383.138043,-89.37092847,2.091091212,-49.32777499,-158.0952598,-12.02966566,-713.9053913,-50.64925053,-69.21009054,29.01078199,336.3039002,-23.3426375,-264.0496047,5.010145969,33.86366821,-41.48045284,37.85171518,-216.2643234,3.259547244,6.319315457,54.50543441,84.35576583,83.20998939,-1.448224739,-100.4957966,-23.43322412,-22.89814429,9.777538096,43.17136275,100.6355564,226.6198503,241.3223418,-211.1609075,146.4728509,111.2496033,380.866025,-49.97293826,-5.570285058,-605.9937972,41.32997761,-102.5530736,-989.4357349,429.3921902,87.3456112,-176.9870473,-212.0496786,-38.42390461,28.10408351,-49.05574111,-767.9242081,-114.8575423,81.50065315,-49.06728386,58.70591358,68.84554605,67.11903386,-121.2042624,314.3603453,-258.7650426,20.68407381,-647.2972889,-74.38519636,-228.0341615,36.26410635,-166.7855571,159.3045725,12.63979827,98.39625959,-123.852496,123.4731954,-70.50173124,33.9203751,-223.7293787,-836.2434684,144.2453116,-63.27014532,45.24195623,131.1239647,-403.0803393,53.33869853
CAP0167,14.35692408,18.40540471,10.47540917,4.085723499,1068.976511,16.31054983,12.81145152,-117.0636005,21.3153115,2.797411443,8.098366961,18.79865046,-205.6471138,258.6585808,-40.1748943,-4.375107871,8.379835067,314.0611888,-14.52546577,-403.3861385,-3.831955902,7.930104081,20.18643952,-721.0698747,-19.24851031,-145.3698549,11.36835567,43.34908034,-5.817308137,34.12018222,-44.18740586,29.21061368,9.889073035,-0.834338164,2.807311392,43.03504164,-76.1049428,-211.106054,123.4817022,25.15440914,-4.903007802,1.324091823,70.19712125,-159.8741137,131.6889956,30.39125618,-15.93374277,11.08626277,-16.30341183,51.07094101,-38.12070666,-179.2907663,7.907746088,17.57268962,-695.3682936,148.4768793,-39.82885945,-55.51889777,82.90768332,104.9269592,11.06510985,83.01796703,62.64110043,-217.7804679,118.3445947,-83.14375958,-169.2265281,118.0726369,-31.2308047,74.7516429,12.37235953,-195.6102297,-405.8913247,-202.7538021,-198.636282,49.9611908,66.87743746,2.264599903,67.93812523,123.0340955,3.44264513,-155.9264974,210.08007,73.60563116,22.03456846,-31.06977715,127.3871259,158.7337973,99.42767268,105.5822977,-45.90448575,2.444321144,138.3641308
CAP0168,13.28174789,20.38730606,5.978188139,15.73668911,1123.081305,5.278449075,21.03626116,34.9386098,17.28738629,7.037244355,15.72356688,14.36268219,-36.70396851,67.50430856,-44.7332374,-15.61470079,10.14926083,421.7980011,26.13546984,-415.8825186,-6.40487702,-3.548279624,19.85325889,-168.5023832,6.678920845,-186.8099792,24.55438553,22.02537364,-21.71893076,23.98990056,-0.482196485,53.02349864,13.09507452,-8.836542724,85.76428066,37.98906697,-61.53099407,-151.4067475,27.69266099,24.69349383,81.2780386,105.1424622,65.26797687,-314.4000066,130.8278723,-13.16259327,9.504824321,56.03467252,165.4445588,47.25855454,56.2102533,-236.3837174,30.6377099,28.54904654,-519.6956396,90.92240905,-36.6993646,3.944269365,183.9449527,155.3710906,1.35751833,24.02386056,-417.2736849,28.44037768,65.63774905,19.5663099,-54.57468827,120.4469627,71.88257472,63.16005807,402.1002669,-369.5543469,-339.8131118,-169.019103,-232.7403025,329.4111706,46.64662055,-153.4171649,59.487915,60.98642059,20.06007081,-317.4113518,200.1207077,57.22223721,-5.009370814,93.33775297,-288.124276,11.11428091,30.200944,114.0264345,-19.5103775,-106.593832,322.0760166
CAP0169,17.02644716,18.77928749,19.37021692,3.727312726,1098.088441,19.72137411,-0.104075157,-98.63525393,15.04721039,6.039681963,6.300014793,27.66868561,-361.2961047,-337.5034098,-79.84239944,-18.93207294,-22.08523495,176.3573008,-25.63943763,-780.8395929,-51.2364854,-38.29852113,33.14789255,856.3124239,-49.34983817,-252.2017127,7.334095806,44.95440836,-16.28838677,58.1633125,-186.1857505,-16.44214987,6.080130949,66.35979433,83.73172636,120.7709761,62.22180371,-261.6894261,76.49725096,-64.22522623,-106.8383284,-147.727355,122.8772979,-33.38841791,182.5017269,-217.5666037,175.4883737,117.1450484,-22.69326284,91.37157767,-22.46537848,-677.4081496,31.29344569,-204.5792468,-999.6808878,458.2837066,155.4631228,-137.2287641,-162.9028246,25.35002389,172.6270345,-17.06515958,-1236.316893,-303.7948722,-25.83818302,39.09539174,214.0737147,111.2033448,83.37593048,-124.762174,400.7714192,-218.0166977,122.7406456,-298.3613123,-109.8237734,-62.41459259,41.28475432,-957.4270694,-3.000954857,15.01506482,63.71105675,120.3652409,214.8656167,64.68225902,-64.00354055,-614.1769414,-367.658246,204.245582,-48.87688504,259.6068828,-10.51638229,-388.5058553,-160.3920206
CAP0170,-4.071779157,-2.977988354,-1.79551285,-5.851862336,828.5154543,-0.723352329,-5.304381941,-2.736087103,-27.75514258,28.00340705,9.718166716,15.84715141,100.1269942,-14.24356124,79.26096626,-3.236683536,26.3277039,62.65506557,-55.90019958,306.4062123,0.114600128,13.20183773,25.18542584,509.1981134,-30.27187167,193.5779058,-55.09305935,3.688917395,19.33028343,23.60569445,60.28149518,45.53724917,4.479384862,-20.35017117,-175.4616396,-127.0695763,27.63901061,-125.2063807,-195.6886344,-155.2999895,82.75695315,-299.6095991,76.92517454,-145.3653916,-372.8606502,127.1216942,25.21273291,-153.661271,337.477909,-39.38876104,-296.9403142,402.8017609,-106.7157597,-7.957699188,222.9916362,-33.64490059,-125.8338335,-256.0464706,-67.29278689,-118.4294564,-154.0364177,142.641322,166.018166,46.82477983,-160.2963517,-167.2228506,141.0052477,-47.80335311,-64.54494794,-43.21259016,-102.1106689,47.12389244,-597.9616214,438.6787376,138.0428256,-215.6187028,8.795924429,42.36288788,-442.3056749,-400.4910807,-90.43470282,50.52680104,142.9743698,30.19982936,-292.3009828,90.88335597,326.7039111,-104.8539212,-92.7806425,154.595366,71.49619852,29.61092998,-60.5484492
CAP0171,11.8195692,21.76745152,4.781071279,16.68324137,1353.289938,-1.193026607,-11.97729069,-58.40990188,23.17505454,4.726899012,17.57101421,2.533123683,121.9676883,591.5604331,-243.7752143,-19.5408309,4.404166624,561.1798006,20.85694854,-384.0580897,-24.61108602,-7.842810693,2.955357077,-197.673553,5.427012187,-249.3205649,-7.131020214,-17.54305242,-22.19023653,1.570183824,-272.8892693,46.75537487,21.94840999,-8.032005891,180.7200497,-15.26185008,-97.35071978,-256.3531031,28.96078506,55.24357394,-13.49417767,99.51689084,91.50792744,-374.463864,-132.9003167,-210.1995716,-20.73595691,15.70351602,-86.30652923,23.91246913,36.65688102,-312.8513824,60.8871587,60.2273466,-1141.054956,-153.0616162,12.58375432,-55.04571228,291.2009648,145.8173839,-136.3924885,-25.99975351,105.9562073,-69.23826907,-40.87882083,14.57806275,-192.6147883,-497.6174851,73.36580746,72.64829562,839.6098095,-140.0977605,-138.2553039,-109.9793033,-263.0740886,63.43558842,79.23985488,-163.4430099,-13.7463741,134.2565996,33.53874691,-52.96635389,334.8554981,34.6238382,-59.95580792,221.2159316,-322.3268969,87.32469141,70.09402686,609.5245848,-23.56051551,-178.5699803,185.788786
CAP0172,10.01217029,18.01810937,19.86540862,2.478030156,733.5266591,-10.88721351,29.19636883,-57.79364265,17.09473774,2.007480891,0.211219545,-2.87284896,-252.4808498,6.673019791,-122.7498984,-1.663868955,-7.264645561,-14.67904351,-22.16324129,-299.3862779,12.68783744,12.48965549,-56.66755292,-1549.714492,-3.505597329,-310.6925413,-13.53877524,-59.84216656,-11.56699205,-75.53912423,-56.80234554,11.90420888,4.718680642,16.1068939,-2.094178703,50.34924048,-137.8747706,36.28801091,136.8813654,102.0515569,-73.36465052,10.93300474,-7.927550984,-302.9738597,139.8153444,-26.72039808,-199.9213047,-228.3768272,-38.62637021,4.973870295,-64.61529613,-48.81513791,-7.116527657,-29.11078436,-551.796452,-423.7174512,-34.45779126,-70.72703552,-43.14151068,129.9346383,88.5106408,130.9327686,-227.1285924,-169.3824459,-21.06946947,-167.279677,-375.0240193,80.09086233,141.483296,76.32389653,-204.9270036,-99.51242587,-134.2055847,-109.5720257,-150.4362399,5.520973455,18.87102738,-127.0688159,-46.29956592,107.9753331,-10.54440911,-180.8066458,-20.75149632,-28.11476696,-194.712985,27.96910026,-112.4760712,0.145317954,237.14277,-264.2249163,-139.5525613,30.57632175,12.93936984
CAP0173,9.825532551,18.45831882,17.38332615,2.821939506,1089.098087,-2.423613208,30.26207981,-65.39918358,-6.704545993,3.71564449,21.88914455,-10.06779822,-25.83697091,-537.9617839,-100.0864696,-5.791363442,4.363796294,6.688871573,-22.30748242,-32.57641178,-28.64525885,-12.4947112,9.989974647,-822.7666707,-14.53700967,-206.5931802,-36.47547984,4.735418097,-14.95928061,14.42675875,-77.10596484,69.7349437,13.14717026,59.1965494,38.34202901,130.377558,-88.37126086,306.6382128,-24.32415599,-157.6947792,-3.683555009,-487.5493581,106.3040922,-549.0826054,258.424212,25.33813312,-44.53492376,-197.7922472,290.7608049,105.7197962,-152.9996389,-107.8309655,-44.56207447,-6.827958717,-458.5287472,-28.06536481,49.76285074,-146.7094063,15.29861027,130.8215526,-26.70929261,-48.0502407,-701.6776964,-143.7427919,-27.92806747,-79.88428992,-46.40757814,140.3407711,234.2529856,190.8447083,119.7961011,-229.1072138,135.1968454,-94.6573389,-74.52731318,16.10655471,157.3236099,58.8578419,-461.1723402,-228.0916205,-64.81503178,-18.79621568,270.546751,68.60074035,-13.11821484,-291.7882762,-304.6589366,162.7135398,83.24202682,-166.5544614,-24.38616102,-81.05908819,312.9049022
CAP0174,2.245989209,14.60965508,-2.500248578,17.68667855,871.5910239,10.50030764,-17.55687457,-27.46283649,14.36167726,-2.028988157,28.61633346,-4.281149264,-162.6838756,373.1222656,-89.79168765,-6.125088982,29.39083723,81.64065482,36.08504174,-71.3497843,9.171891091,28.6399889,20.64856309,-624.6598497,-3.120297633,-258.6701226,-2.927558235,34.77852318,-6.752945386,33.5492991,128.7314697,51.19668311,11.43371232,-22.26096952,43.34053517,-58.12917814,-83.39899407,-55.51031014,25.92801678,-59.6591401,37.60324839,147.2710563,5.238357261,-329.0809715,-128.1889538,160.7745246,6.086941464,95.59098738,113.4761383,-72.80755296,102.2913966,87.23815937,19.33862362,150.22144,237.7948839,-58.6864472,-124.1272119,51.8595486,236.7957496,37.7139804,-34.5418,107.1859918,431.5954312,-100.9210558,-34.95355036,-8.56594839,-22.40229303,30.2282706,35.4086311,120.4596785,-224.3489573,-51.50383062,-243.4895533,-350.887135,-185.6603188,-69.92687089,30.98071151,393.9961983,97.0648195,46.50409263,-28.32740227,-241.4158751,-115.4900735,92.6173483,-196.2236126,66.29031298,260.2036898,32.67903305,-20.10737876,-92.14510394,-271.2972204,84.11738526,26.59914123
CAP0175,12.01705787,15.90328851,25.68095022,22.40359192,1018.270652,23.92177784,22.22402723,-1.143708045,33.76514902,-8.984411134,13.23411281,0.99938196,-447.9420089,-588.8219454,-211.6244546,3.535606972,-27.64179136,-408.6868298,22.48787013,-573.3283294,-45.99835867,-39.35689031,36.41472727,811.9562271,-29.43430035,-308.5116593,20.72584496,56.76326033,-30.9400863,51.85254921,-173.2311623,37.91599868,12.05387878,89.30588742,108.1208126,101.0790625,17.14091052,-214.7417797,-3.604144846,-40.13226752,-5.220546405,88.06572382,119.3249893,249.6429505,100.7726746,-187.3002317,102.5044402,112.5189172,5.677961182,-49.3134569,124.1826752,-529.8300521,64.22624268,-88.5435703,-1062.238433,196.4128038,238.5893513,-123.8585299,-185.1173686,-23.58878412,18.08272152,-133.3143277,-891.3402895,-286.2211189,-6.473463728,52.88651266,304.0709398,97.92321103,134.8620455,-37.53066429,571.1772328,-189.9255157,-18.24686116,-238.7374737,-241.2452786,-43.02495681,-53.41069675,-362.2191732,241.3717718,-71.60435082,83.83102318,284.0847946,155.5171808,51.96140395,-4.746483336,-460.0190296,-900.4592156,208.8379858,-131.769228,-113.8244459,-136.1716182,-304.2017678,283.5973605
CAP0176,10.00187073,4.975082204,14.73918789,-0.748008014,687.3663101,38.04529993,16.45544929,32.49693898,-28.9652076,-10.27842608,2.167022749,-5.783761681,-230.230436,-19.99837078,128.9938823,-7.033747768,40.35716481,-327.7829708,-29.66068156,570.4429916,31.82305955,34.63417325,55.21024411,1344.347161,-42.11633216,-95.06054407,-25.69364694,88.65239875,-22.66491415,72.85766006,75.87005529,-43.22645549,-3.025152047,-9.959667769,-62.46890722,27.6986445,147.5109568,-186.8511742,-18.79206559,-75.18700847,-39.45558332,-82.26163863,-84.58569281,909.995646,-239.9809522,164.8909801,142.5062597,153.3325752,-226.7157651,-108.2880231,-138.6458596,501.7562985,-11.10778455,4.111459554,611.74226,336.5744767,210.507394,-219.989227,-97.12002263,-99.03750015,-34.32353504,179.741691,-471.866383,-45.81109292,-69.4984898,-28.6932906,458.8236928,-89.7369969,-188.8351494,-182.4589434,-277.5644777,84.27121902,-300.6298597,-233.3154838,-108.0963799,91.90163048,-53.96485765,-122.5701017,-141.0284995,-119.6917235,34.51485015,-62.88807928,-201.1791336,-229.1087995,-199.0866608,76.56286651,703.4341154,10.15169762,-124.9416497,-63.082229,-57.75815995,3.529506617,-232.5838568
CAP0177,6.687897759,23.18283301,12.45862345,8.825150045,1032.771364,4.022088171,4.689398258,-100.7994878,9.714829689,-14.46068402,32.42108659,6.091007612,-36.77499545,123.5414942,-238.8686069,6.339853265,18.68399484,232.5914486,22.57802119,-626.9590834,-8.047530446,-18.42134126,10.52719356,-860.8549919,4.297664702,-33.88051296,-9.081138807,-6.408826998,-30.85945273,11.35573097,-228.6058676,32.05819892,7.847192169,-7.174038754,8.008277477,-0.121805415,-97.67912282,142.0741601,136.6319614,59.93874805,-38.07634959,66.33988644,60.87408837,-371.6997795,151.3054896,-47.07447367,0.616022373,13.59757271,2.740287788,31.80887912,84.8975322,-371.1308138,4.812607212,169.7631202,-758.0082171,-193.9385389,127.3715772,62.33837439,137.0914868,174.5167202,-21.68544641,14.80072048,330.5703654,-64.78700966,15.8478182,-118.3941023,-245.7642281,37.37998526,192.7299026,250.0923524,-112.6960048,-314.2077637,-5.85633592,-132.3975457,-81.75520679,-45.01253413,113.9729769,-184.8620141,138.3373394,129.5461348,-28.08078516,-77.77736507,226.2872785,181.1744499,-43.07268433,168.6972971,-243.6716924,127.2516578,210.8956216,50.45628016,-99.82978437,-175.0506334,247.942733
CAP0178,-3.110343298,-0.680949946,-3.489417028,-10.75388029,672.3963036,5.537739903,-17.8508669,-203.7289556,-20.18468072,-1.683484191,33.66471064,-17.02729772,-113.1324683,209.0818126,56.3388435,14.93405607,42.68367132,-267.5453452,-4.9829384,704.2081055,57.42121169,62.47873947,24.98214941,551.3991483,-11.88241686,-35.64258463,-27.8666886,-1.367445875,14.33746546,5.999287015,322.3254784,-30.86925932,-6.997874167,-84.89906891,-62.39785875,-60.63277498,42.52446187,-138.8380341,-4.747251237,-86.51364978,-60.22647894,-2.169152356,-131.1751985,364.2203277,-549.9826047,218.9372033,91.55963935,104.4885869,-445.6623884,-98.42015287,-172.7420776,479.3095002,-55.05445703,28.19061757,1078.87845,-357.8286006,37.59710513,-139.903158,35.55975761,-55.50109002,104.7369145,381.4814811,309.2470645,5.628106144,-111.2003928,-100.5209796,91.96028542,-141.0560653,-175.2122938,-66.86338491,-555.9199493,120.8170016,-161.2658398,141.9053953,71.36592817,-223.1331379,32.80082725,309.6629893,-234.5643411,-120.0266454,-45.75887274,-72.18895515,-202.5046804,-137.9496594,-204.638085,130.6436719,963.0313094,-126.1754986,-26.41305366,-42.48804645,-166.8605168,210.1010898,-316.2095109
CAP0179,5.304767593,5.80641001,8.54711352,16.44744197,873.8937406,15.46808087,14.26576968,-84.84352396,9.083199292,-1.546994899,16.53746163,-1.27616508,-184.3647767,184.4849322,-29.62509467,6.24507372,49.11391402,-82.5000494,21.27351635,-5.027914352,10.5907425,8.436815189,44.94608008,-452.1835228,-13.79165479,249.5336489,-5.950212482,28.06262946,-10.3212486,39.41417713,165.1639691,24.78383938,1.523828197,-26.08357508,-22.8944724,14.8107816,-62.11537293,6.491575434,18.26931725,-106.3648766,38.03443452,133.0756878,-39.98948543,-50.88265877,-336.6852155,100.681924,121.1943064,214.7948109,113.4628069,-94.18381525,37.13265102,-49.894545,-2.801577097,183.3496015,-338.2485773,222.6881399,166.5450323,-62.81493796,83.47191462,-41.45134876,16.44845277,67.13090342,372.0539032,5.76723857,-73.74486303,5.221877649,28.59782621,37.9767294,-128.6648396,84.95972915,-137.7740125,-77.9593914,-424.9525264,5.691573164,-81.6323967,-4.105975253,15.76679133,188.8531646,1.373651848,-88.16060757,14.52875205,-128.0327228,-77.04725896,17.63795304,-193.1331921,156.6471827,12.33573816,121.7825246,-77.76825358,-159.6806756,-218.3447715,-98.46297635,137.3520143
CAP0180,9.007237864,6.548760083,-0.533890303,8.929888387,855.692751,15.0188055,-27.49036819,136.9524859,32.25729258,16.99616602,17.32009164,11.60012093,113.0676373,190.2565052,-23.66377712,3.425513711,22.40946415,239.7842411,-2.436132003,-132.001699,8.157775136,24.89082058,27.89752206,914.420795,-1.840462006,-171.1952776,-15.88602072,36.87647689,-2.476544982,48.55800333,-98.42556626,19.20480941,7.053510497,-18.71720422,-27.45947573,-69.59100404,75.82653105,-251.8231399,-92.42978858,-41.78338882,20.55056556,50.85774447,-35.23985354,272.7423996,-214.1555268,-64.57833703,45.43438072,104.4788432,-161.3078301,-27.8379203,-102.8688527,235.1986261,2.100544741,41.24450047,135.8233711,65.54713035,-271.6473173,-113.3824085,43.35804017,-59.71253635,-103.1828271,153.344529,-247.3247516,-160.8025582,-44.44586292,-76.31915395,285.9980937,-41.98124032,-109.0966235,-29.9741138,67.38950521,25.65058101,-296.5161748,342.5181808,5.259320528,84.81888579,-10.28846075,79.33010386,-165.5832237,-70.964763,-28.41969268,-102.0690227,-61.6367231,-18.04060839,-215.4829655,214.6770032,260.1423985,118.7204985,-38.67548479,43.44106356,90.52879791,-54.46046984,75.80465104
CAP0181,17.69601907,11.17752879,19.53429823,17.74878455,1192.819839,25.43655381,-12.15040844,-48.7439486,29.86419519,3.203592449,24.32578104,16.90497258,-242.4428571,163.2304291,-49.64485223,-4.599159762,-19.41747642,313.2009963,8.630380306,-443.0956614,-40.89109786,-20.60015221,41.72001521,1944.4062,-22.01761863,-71.03013678,12.63350153,60.98123694,-3.198335532,61.61973411,-264.0660934,-1.342296403,10.72294084,63.1457277,67.2611242,60.32687848,193.6199017,-213.9486159,-116.0844289,-109.1346696,-21.04867839,56.54239981,99.52185033,424.1335896,83.21269721,-185.5086875,145.4499563,163.6513904,-198.4623747,-170.9528761,-89.49785333,-520.0623826,51.57671939,-320.9248733,-701.2725472,439.8995241,-41.05919685,-178.0868498,24.49410106,-96.79073528,-6.824131632,-69.25778708,-536.3329941,-264.9421271,1.019515538,44.09548605,505.950142,34.300155,-27.39268114,-131.3474348,282.9950453,-223.9139158,-107.1066296,-904.4263721,-29.61776681,-29.39178418,7.259943865,-283.2359682,108.3496677,-196.3110513,123.7278308,-131.1137227,327.679471,19.83696271,-121.9780759,-145.4275724,-839.5779737,238.5908079,-135.8703776,446.2799209,152.1554312,-256.3236396,41.75135602
CAP0182,-0.96030974,10.60077929,12.76822152,4.57312618,684.3530191,18.84474581,23.0484439,31.00937633,-2.740406668,-1.297363523,-15.23607912,-0.983229769,-239.7929446,-179.3858666,36.35865372,-3.942296449,29.19498231,-35.62158471,-39.23002416,-15.53415804,9.155076573,1.11932622,22.42659687,652.2566346,-26.88224862,-152.1941593,-53.43540511,34.49612847,-12.80492725,52.7234218,-37.81327131,13.06748726,-6.272556604,-21.0934717,-20.47865202,-102.0922196,32.86308967,-158.4921273,36.71793769,77.42239317,-44.13144954,-82.9173667,-22.38273342,485.7993569,-211.6896343,-39.63505553,61.89283155,60.96638111,226.10341,44.33194276,-27.12965322,323.6890042,-22.99227702,35.58707249,-525.2235874,331.3534279,131.8070626,-170.4801389,-74.12983853,25.17899764,10.48672239,98.99685405,-332.3893547,74.88285295,-129.0292624,-160.9932078,171.9049301,-19.87294127,-80.76354225,53.67447047,5.232486533,-2.859225254,-30.64135188,-337.0958736,-96.45146343,98.70739448,-18.59014143,-250.1753623,-205.3979855,131.3976873,-23.63077782,-70.78413392,63.69342956,-51.53701024,-174.0572534,49.73031379,226.6761786,-122.939942,46.57072118,-121.8609639,-249.8664111,-112.2993407,40.78879155
CAP0183,11.9629784,13.32139597,14.49185779,10.45656335,903.116721,26.05245115,16.85019013,-107.0623004,12.25837403,-23.95278561,21.84924343,3.222405483,-174.0951779,-83.26155014,-30.4824136,-2.759499265,45.88204741,-99.97813089,13.66371241,-182.7565405,-20.8940241,-5.656542498,47.65946884,217.2476122,-16.93963574,387.0026522,-16.70082057,70.177106,-31.96138014,66.80800953,-159.0814812,24.47800541,7.724783485,-6.915048715,23.60816523,64.97841144,32.33407745,-126.6981256,72.22701915,93.54191821,-17.41001015,122.4859566,-35.32567728,296.1105119,-33.83130456,-38.93300602,125.9358457,197.6739889,45.21694653,-75.67649849,22.2665103,-116.7668898,-6.793458163,52.47424665,-612.2592418,322.6830208,169.5820304,33.74283198,150.6218177,187.8328495,-9.335182278,18.58918762,-123.3906218,-188.1575691,26.08273463,-81.20214766,238.7505681,95.64849373,-3.791356827,159.7950092,-207.4099514,-169.8161628,-314.3327628,-633.417448,-250.6896132,102.5287199,97.27107804,-11.95102409,64.42089175,164.9762697,10.56818627,-2.31390803,0.406626824,105.0242119,-39.59084286,248.3438678,-463.4658684,93.18271961,120.6578197,-211.7204498,-298.6247549,-149.8204002,299.4783268
